restaurant_name,city,cuisines,avg_cost_for_two,price_range,rating,votes,online_delivery,table_booking,city_clean,state_clean,population,city_tier
New Aggarwal Sweets & Fast Food,New Delhi,"Mithai, Fast Food",150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Night Munchers,New Delhi,North Indian,500,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Old Moradabadi Chicken Corner,New Delhi,North Indian,400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Richa's Bakery,New Delhi,Bakery,400,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Riyaz Biryani Corner,New Delhi,"Biryani, North Indian",150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Rudra The Dhaba,New Delhi,North Indian,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Seven Star Pizza,New Delhi,Pizza,400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Shahi Muradabadi Chicken Biryani,New Delhi,Biryani,150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Shree Krishna Restaurant,New Delhi,"North Indian, Chinese",200,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Shree Sai Bhog,New Delhi,"Chinese, North Indian, South Indian",250,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Soni Food Court,New Delhi,North Indian,150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
South Street Cafe,New Delhi,South Indian,200,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Special Chicken Biryani,New Delhi,Biryani,100,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Sweets n Treats,New Delhi,Street Food,50,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
The Royal Prestige,New Delhi,"North Indian, South Indian",100,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Twenty Four Seven,New Delhi,"Fast Food, North Indian",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Two Friends Roll Corner,New Delhi,"Fast Food, Street Food",100,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Waikiki,New Delhi,"Chinese, North Indian",400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Zaika Chicken Corner,New Delhi,"Biryani, North Indian",150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Zombiez,New Delhi,"Chinese, North Indian",500,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
366 Junction,New Delhi,"Cafe, North Indian, Chinese",800,2,3.3,43,No,Yes,delhi,delhi,9879172.0,Tier 1
Black & Brew,New Delhi,Chinese,300,1,3.1,25,No,No,delhi,delhi,9879172.0,Tier 1
Hari Om Bhojanalaya,New Delhi,North Indian,300,1,3.4,43,No,No,delhi,delhi,9879172.0,Tier 1
Nalwa's Hotspot,New Delhi,Chinese,300,1,3.1,10,No,No,delhi,delhi,9879172.0,Tier 1
Pasta Hub,New Delhi,Italian,200,1,3.0,16,No,No,delhi,delhi,9879172.0,Tier 1
Rock n Wood Cafe,New Delhi,"North Indian, Chinese",500,2,3.4,168,Yes,No,delhi,delhi,9879172.0,Tier 1
Roll Corner,New Delhi,Fast Food,200,1,3.3,12,Yes,No,delhi,delhi,9879172.0,Tier 1
Shree Nandhini Cafe,New Delhi,"South Indian, Chinese",350,1,3.3,27,No,No,delhi,delhi,9879172.0,Tier 1
Sindhi Dhaba,New Delhi,North Indian,200,1,2.9,19,No,No,delhi,delhi,9879172.0,Tier 1
Take N Taste,New Delhi,"North Indian, Chinese",400,1,3.1,15,Yes,No,delhi,delhi,9879172.0,Tier 1
Taxi Bar & Cafe,New Delhi,"North Indian, Chinese, Fast Food",800,2,3.3,732,Yes,Yes,delhi,delhi,9879172.0,Tier 1
The Little Diner,New Delhi,"Continental, Chinese, Italian, Cafe",800,2,3.4,430,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Cafeteria & Co.,New Delhi,"Continental, Mexican",900,2,4.6,1136,No,No,delhi,delhi,9879172.0,Tier 1
Burger Point,New Delhi,"Burger, Fast Food",300,1,3.8,114,No,No,delhi,delhi,9879172.0,Tier 1
Cafe All-Inn,New Delhi,"Cafe, Mexican, Italian, North Indian, Chinese",600,2,3.8,429,No,No,delhi,delhi,9879172.0,Tier 1
Chowringhee,New Delhi,Fast Food,250,1,3.5,65,Yes,No,delhi,delhi,9879172.0,Tier 1
Flamess Restaurant & Cafe Village,New Delhi,"North Indian, Chinese, Continental, Italian, Mexican, Lebanese",700,2,3.5,349,Yes,No,delhi,delhi,9879172.0,Tier 1
Jack 'n' Chill,New Delhi,"American, Italian, Cafe",500,2,3.6,480,No,No,delhi,delhi,9879172.0,Tier 1
Kake Di Hatti,New Delhi,North Indian,400,1,3.6,314,No,No,delhi,delhi,9879172.0,Tier 1
Mad Monkey,New Delhi,"Cafe, Continental, Italian",800,2,3.7,344,Yes,Yes,delhi,delhi,9879172.0,Tier 1
Manohar Cakes & Bikaneri,New Delhi,"Mithai, Fast Food",150,1,3.5,18,No,No,delhi,delhi,9879172.0,Tier 1
Shagun,New Delhi,"Chinese, Thai, Tibetan, Japanese",800,2,3.9,419,Yes,No,delhi,delhi,9879172.0,Tier 1
Shyam Chaat Bhandar,New Delhi,Street Food,150,1,3.5,27,No,No,delhi,delhi,9879172.0,Tier 1
Telegram,New Delhi,"Cafe, North Indian, Continental, Chinese",700,2,3.5,359,Yes,No,delhi,delhi,9879172.0,Tier 1
The University Bistro,New Delhi,"Cafe, Italian, Continental, Mexican, Mediterranean",500,2,3.6,555,Yes,No,delhi,delhi,9879172.0,Tier 1
736 A.D.,New Delhi,"North Indian, Continental, Italian, Chinese",900,2,4.1,506,No,No,delhi,delhi,9879172.0,Tier 1
Big Yellow Door,New Delhi,"Cafe, Italian, Fast Food",600,2,4.3,3986,No,No,delhi,delhi,9879172.0,Tier 1
Mr. Crust Bakers,New Delhi,"Bakery, Desserts, Fast Food",400,1,4.2,741,No,No,delhi,delhi,9879172.0,Tier 1
Phonebooth Cafí©,New Delhi,"North Indian, Continental, Chinese, Italian",800,2,4.1,636,Yes,No,delhi,delhi,9879172.0,Tier 1
Tony's,New Delhi,Fast Food,200,1,4.4,163,Yes,No,delhi,delhi,9879172.0,Tier 1
Wake 'n' Bake Cafe,New Delhi,"Fast Food, Bakery",350,1,4.0,90,No,No,delhi,delhi,9879172.0,Tier 1
Gabbar Di Hatti,New Delhi,"North Indian, Mughlai",300,1,3.4,19,No,No,delhi,delhi,9879172.0,Tier 1
Chennai Express,New Delhi,"Chinese, South Indian",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
1990's,New Delhi,"North Indian, Mughlai",250,1,3.3,15,No,No,delhi,delhi,9879172.0,Tier 1
Amul Cafe,New Delhi,"Desserts, Fast Food",300,1,3.3,23,No,No,delhi,delhi,9879172.0,Tier 1
Burger Point,New Delhi,"Burger, Fast Food",300,1,3.4,28,No,No,delhi,delhi,9879172.0,Tier 1
Buta Singh Da Dhabba,New Delhi,North Indian,150,1,2.8,14,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Amigo,New Delhi,Cafe,400,1,3.0,41,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Coffee Day,New Delhi,Cafe,450,1,3.0,16,No,No,delhi,delhi,9879172.0,Tier 1
Cake Palace,New Delhi,Bakery,200,1,2.7,11,No,No,delhi,delhi,9879172.0,Tier 1
Carara,New Delhi,"North Indian, Chinese",500,2,2.6,20,No,No,delhi,delhi,9879172.0,Tier 1
Channi Pishori Chicken,New Delhi,Mughlai,400,1,3.3,55,No,No,delhi,delhi,9879172.0,Tier 1
Chatkora Food N Snacks Corner,New Delhi,Fast Food,350,1,2.9,6,No,No,delhi,delhi,9879172.0,Tier 1
Chetana Bakes,New Delhi,Bakery,400,1,3.0,6,No,No,delhi,delhi,9879172.0,Tier 1
Chily Hut,New Delhi,"Chinese, North Indian",750,2,3.2,20,No,No,delhi,delhi,9879172.0,Tier 1
De' Bistro,New Delhi,"Chinese, Fast Food",850,2,3.3,16,No,Yes,delhi,delhi,9879172.0,Tier 1
Deep Bakers,New Delhi,"Fast Food, Bakery",100,1,3.2,17,No,No,delhi,delhi,9879172.0,Tier 1
Delhi 6,New Delhi,North Indian,350,1,2.6,44,No,No,delhi,delhi,9879172.0,Tier 1
Finest Pizzeria,New Delhi,Pizza,600,2,3.1,5,Yes,No,delhi,delhi,9879172.0,Tier 1
Food Lab,New Delhi,"Chinese, Biryani, North Indian",300,1,3.0,5,No,No,delhi,delhi,9879172.0,Tier 1
Goli Vada Pav No. 1,New Delhi,Street Food,100,1,3.3,26,No,No,delhi,delhi,9879172.0,Tier 1
Grover Sweets,New Delhi,"Mithai, Street Food",100,1,3.1,8,No,No,delhi,delhi,9879172.0,Tier 1
Hema Chinese Foods,New Delhi,Chinese,300,1,3.3,21,No,No,delhi,delhi,9879172.0,Tier 1
Hunger Stop,New Delhi,"North Indian, Mughlai",600,2,3.2,13,No,No,delhi,delhi,9879172.0,Tier 1
Ishwar Sweets,New Delhi,Chinese,300,1,3.4,33,No,No,delhi,delhi,9879172.0,Tier 1
Kathi Express,New Delhi,"Fast Food, Chinese",500,2,2.6,33,No,No,delhi,delhi,9879172.0,Tier 1
Kream's,New Delhi,"Bakery, Fast Food, Pizza",200,1,3.1,8,No,No,delhi,delhi,9879172.0,Tier 1
Madras Cafe,New Delhi,"South Indian, Fast Food",300,1,3.3,33,No,No,delhi,delhi,9879172.0,Tier 1
Mandeep Punjabi Rasoi,New Delhi,North Indian,200,1,3.0,10,No,No,delhi,delhi,9879172.0,Tier 1
Masti Curry,New Delhi,North Indian,350,1,2.8,31,Yes,No,delhi,delhi,9879172.0,Tier 1
New Madras Cafe,New Delhi,"South Indian, Fast Food",300,1,3.1,34,No,No,delhi,delhi,9879172.0,Tier 1
Pakwan,New Delhi,"Chinese, North Indian",600,2,2.8,20,No,No,delhi,delhi,9879172.0,Tier 1
Patiala Shahi Soups,New Delhi,Mughlai,300,1,3.1,12,No,No,delhi,delhi,9879172.0,Tier 1
Pizza Yum,New Delhi,"Pizza, Fast Food",650,2,3.1,24,No,No,delhi,delhi,9879172.0,Tier 1
Polka Pastry & Snack Bar,New Delhi,"Bakery, Fast Food",350,1,2.7,44,Yes,No,delhi,delhi,9879172.0,Tier 1
Red Hot,New Delhi,North Indian,350,1,3.3,15,No,No,delhi,delhi,9879172.0,Tier 1
Republic of Chicken,New Delhi,"Raw Meats, Fast Food",400,1,3.1,17,No,No,delhi,delhi,9879172.0,Tier 1
Sai Ann Kutir,New Delhi,"Chinese, North Indian",400,1,2.8,37,No,No,delhi,delhi,9879172.0,Tier 1
Saravana South Indian Hut,New Delhi,South Indian,250,1,3.2,10,No,No,delhi,delhi,9879172.0,Tier 1
Sardar Pure Meat Shop,New Delhi,"Raw Meats, Fast Food",300,1,3.2,9,No,No,delhi,delhi,9879172.0,Tier 1
Shama Chicken Corner,New Delhi,"North Indian, Mughlai",400,1,3.1,23,No,No,delhi,delhi,9879172.0,Tier 1
Shan E Punjab,New Delhi,"North Indian, South Indian",550,2,3.4,23,No,No,delhi,delhi,9879172.0,Tier 1
Shanghai Nights,New Delhi,Chinese,450,1,2.8,11,No,No,delhi,delhi,9879172.0,Tier 1
Shree Ram Sweets & Bakers,New Delhi,Mithai,100,1,3.0,4,No,No,delhi,delhi,9879172.0,Tier 1
Sindhi Kulfi Wala,New Delhi,Desserts,100,1,3.0,4,No,No,delhi,delhi,9879172.0,Tier 1
South Indian Cafe,New Delhi,"South Indian, Chinese",350,1,3.3,42,No,No,delhi,delhi,9879172.0,Tier 1
South Indian Hut,New Delhi,South Indian,250,1,3.4,35,No,No,delhi,delhi,9879172.0,Tier 1
Spinns Resto-Bar,New Delhi,"North Indian, Chinese",800,2,2.6,43,No,Yes,delhi,delhi,9879172.0,Tier 1
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,2,2.6,28,Yes,No,delhi,delhi,9879172.0,Tier 1
Taneja Bakery,New Delhi,Bakery,200,1,3.2,17,No,No,delhi,delhi,9879172.0,Tier 1
Tequila Express,New Delhi,"North Indian, Chinese",1150,3,3.4,40,Yes,Yes,delhi,delhi,9879172.0,Tier 1
The China Town,New Delhi,Chinese,600,2,3.4,26,No,No,delhi,delhi,9879172.0,Tier 1
THS - The Hunger Street,New Delhi,"North Indian, Mughlai, Chinese",600,2,3.2,49,No,No,delhi,delhi,9879172.0,Tier 1
True Blue,New Delhi,"North Indian, Chinese",1100,3,3.2,31,No,Yes,delhi,delhi,9879172.0,Tier 1
Twenty Four Seven,New Delhi,"Fast Food, North Indian",300,1,3.1,7,No,No,delhi,delhi,9879172.0,Tier 1
Your's Chole Bhature,New Delhi,Street Food,100,1,2.6,42,No,No,delhi,delhi,9879172.0,Tier 1
Baskin Robbins,New Delhi,Ice Cream,300,1,3.5,36,No,No,delhi,delhi,9879172.0,Tier 1
Pure Punjabi,New Delhi,"North Indian, Fast Food",700,2,3.5,56,No,No,delhi,delhi,9879172.0,Tier 1
Brick Station,New Delhi,Cafe,600,2,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Food Factory,New Delhi,"Chinese, Fast Food",300,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Pastry Point,New Delhi,"Bakery, Fast Food",200,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Prem Jee Da Dhaba,New Delhi,North Indian,500,2,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Welcome Food Point,New Delhi,"Chinese, North Indian",600,2,2.3,26,Yes,No,delhi,delhi,9879172.0,Tier 1
Arora Snacks,New Delhi,Chinese,350,1,2.8,14,No,No,delhi,delhi,9879172.0,Tier 1
Bansal Mithai Wale,New Delhi,Mithai,100,1,2.9,5,No,No,delhi,delhi,9879172.0,Tier 1
Fabulous Cake Bites,New Delhi,"Bakery, Desserts, Fast Food, Pizza, Burger, Finger Food",400,1,3.4,33,Yes,No,delhi,delhi,9879172.0,Tier 1
Garam Masala Food Corner,New Delhi,"North Indian, Chinese",450,1,3.3,114,Yes,No,delhi,delhi,9879172.0,Tier 1
Health Buzzz,New Delhi,Healthy Food,350,1,3.1,7,Yes,No,delhi,delhi,9879172.0,Tier 1
Kumar Pav Bhaji Corner,New Delhi,Fast Food,200,1,3.2,12,No,No,delhi,delhi,9879172.0,Tier 1
Le Chef,New Delhi,"Chinese, North Indian",400,1,3.0,6,No,No,delhi,delhi,9879172.0,Tier 1
Nainy Fast Food,New Delhi,"Chinese, Fast Food",300,1,3.3,12,No,No,delhi,delhi,9879172.0,Tier 1
Platform Nine and Three Quarters,New Delhi,"Cafe, North Indian, Continental",600,2,2.6,54,No,No,delhi,delhi,9879172.0,Tier 1
Pudding & Pie,New Delhi,"Bakery, Fast Food",450,1,3.1,5,No,No,delhi,delhi,9879172.0,Tier 1
Rapture,New Delhi,"Bakery, Fast Food",400,1,2.5,51,No,No,delhi,delhi,9879172.0,Tier 1
Sachdeva Chinese Fast Food,New Delhi,"Chinese, Fast Food",400,1,3.3,21,No,No,delhi,delhi,9879172.0,Tier 1
Simply Cakes,New Delhi,Bakery,400,1,3.2,10,No,No,delhi,delhi,9879172.0,Tier 1
The Dosa King,New Delhi,"South Indian, North Indian",400,1,2.9,4,No,No,delhi,delhi,9879172.0,Tier 1
Bhappe Di Hatti,New Delhi,"North Indian, Chinese",500,2,3.5,37,Yes,No,delhi,delhi,9879172.0,Tier 1
Cafetorium,New Delhi,"Cafe, Italian",600,2,3.8,122,Yes,No,delhi,delhi,9879172.0,Tier 1
Food Express,New Delhi,"Chinese, North Indian",800,2,3.6,126,Yes,No,delhi,delhi,9879172.0,Tier 1
Sai Bajaj Restaurant,New Delhi,"Chinese, North Indian",300,1,3.6,35,Yes,No,delhi,delhi,9879172.0,Tier 1
The Chimney Bar-Be-Que,New Delhi,"North Indian, Chinese",500,2,3.6,26,No,No,delhi,delhi,9879172.0,Tier 1
Urban Punjab,New Delhi,"North Indian, Chinese",600,2,3.6,168,No,No,delhi,delhi,9879172.0,Tier 1
Cheese Bitez Pizza,New Delhi,Fast Food,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Goyal Sweets,New Delhi,"Mithai, Bakery",150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Gulati's Takeaway,New Delhi,"North Indian, Chinese, Mughlai",500,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Jyoti Sweets,New Delhi,Mithai,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Momos Hi Momos,New Delhi,Chinese,150,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
New Bhappe Di Hatti,New Delhi,Fast Food,100,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Oven Fresh,New Delhi,Bakery,300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Rupa Ice Cream Parlour,New Delhi,Desserts,300,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Scoopers 'n' Bakers,New Delhi,Bakery,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
South Indian Food Plaza,New Delhi,South Indian,250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Super Snacks,New Delhi,"North Indian, South Indian",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Unique Pastry,New Delhi,"Bakery, Desserts",250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Veg Food Express,New Delhi,North Indian,400,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Chintamani's Namkeen,New Delhi,"Chinese, Fast Food, North Indian, South Indian, Street Food, Mithai",350,1,2.4,29,No,No,delhi,delhi,9879172.0,Tier 1
Deltasious,New Delhi,"North Indian, Chinese, Bakery",400,1,2.2,64,Yes,No,delhi,delhi,9879172.0,Tier 1
Tandoori Junction,New Delhi,"North Indian, Chinese",300,1,2.4,10,Yes,No,delhi,delhi,9879172.0,Tier 1
Apni Rasoi,New Delhi,North Indian,300,1,2.6,19,No,No,delhi,delhi,9879172.0,Tier 1
Haldiram Bhujiawala,New Delhi,"Street Food, North Indian, South Indian, Mithai",400,1,3.4,35,No,No,delhi,delhi,9879172.0,Tier 1
Meghraj Food Court,New Delhi,"North Indian, Street Food, Mithai",250,1,3.0,24,No,No,delhi,delhi,9879172.0,Tier 1
Meghraj Sweets,New Delhi,"Mithai, Street Food, North Indian",150,1,3.2,8,No,No,delhi,delhi,9879172.0,Tier 1
Chill Out,New Delhi,Ice Cream,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Chilli Chinese,New Delhi,Chinese,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
"34, Chowringhee Lane",New Delhi,Fast Food,350,1,3.4,86,No,No,delhi,delhi,9879172.0,Tier 1
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,2,2.1,152,Yes,No,delhi,delhi,9879172.0,Tier 1
The Golden Dragon,New Delhi,"Chinese, Seafood, Japanese",1500,3,3.5,178,No,Yes,delhi,delhi,9879172.0,Tier 1
KFC,New Delhi,"American, Fast Food",500,2,3.4,86,Yes,No,delhi,delhi,9879172.0,Tier 1
Mitra Da Dhaba,New Delhi,North Indian,400,1,3.5,216,No,No,delhi,delhi,9879172.0,Tier 1
Mr. Sub,New Delhi,Fast Food,400,1,3.7,83,Yes,No,delhi,delhi,9879172.0,Tier 1
Kennedy's,New Delhi,"Chinese, Fast Food",400,1,4.1,491,Yes,No,delhi,delhi,9879172.0,Tier 1
Keventers,New Delhi,Beverages,400,1,3.1,5,No,No,delhi,delhi,9879172.0,Tier 1
Street Foods by Punjab Grill,New Delhi,"Street Food, North Indian",600,2,3.2,17,No,No,delhi,delhi,9879172.0,Tier 1
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,2,3.1,25,Yes,No,delhi,delhi,9879172.0,Tier 1
Wow! Momo,New Delhi,Chinese,350,1,3.1,8,No,No,delhi,delhi,9879172.0,Tier 1
Biryani Blues,New Delhi,"Biryani, Hyderabadi",1000,3,3.6,22,No,No,delhi,delhi,9879172.0,Tier 1
Asia Seven Express,New Delhi,Chinese,500,2,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Bikanervala,New Delhi,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,2,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Cafe Huddle,New Delhi,Fast Food,600,2,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Chai Garam,New Delhi,"Tea, Fast Food",300,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Dolce Gelato,New Delhi,"Ice Cream, Beverages, Fast Food",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
GoGourmet,New Delhi,"Healthy Food, Beverages",600,2,0.0,3,Yes,No,delhi,delhi,9879172.0,Tier 1
Karim's,New Delhi,"Mughlai, North Indian",1000,3,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Khan Chacha,New Delhi,"Mughlai, North Indian",650,2,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Pizza Hut Delivery,New Delhi,"Italian, Pizza, Fast Food",800,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Foodhall,New Delhi,"Bakery, Italian, Chinese, Mexican",700,2,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Eat Me,New Delhi,"North Indian, Continental",600,2,2.7,33,Yes,No,delhi,delhi,9879172.0,Tier 1
EDC Mania,New Delhi,Fast Food,150,1,3.3,39,No,No,delhi,delhi,9879172.0,Tier 1
Elegant China X-Press,New Delhi,Chinese,400,1,3.1,9,No,No,delhi,delhi,9879172.0,Tier 1
Gopala,New Delhi,"Mithai, Street Food",250,1,3.3,28,No,No,delhi,delhi,9879172.0,Tier 1
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,1,3.1,30,No,No,delhi,delhi,9879172.0,Tier 1
Hangchuaa's Chinese Food Corner,New Delhi,Chinese,600,2,2.7,5,No,No,delhi,delhi,9879172.0,Tier 1
Madhuvan Chinese Fast Food,New Delhi,Chinese,300,1,2.7,52,No,No,delhi,delhi,9879172.0,Tier 1
Momos House,New Delhi,Chinese,350,1,2.9,5,No,No,delhi,delhi,9879172.0,Tier 1
Punjab Restaurant,New Delhi,"North Indian, Mughlai",600,2,3.2,46,No,No,delhi,delhi,9879172.0,Tier 1
Rhythm Restro-Bar,New Delhi,"Mughlai, Chinese, North Indian",1000,3,3.0,42,No,Yes,delhi,delhi,9879172.0,Tier 1
Say Cheese,New Delhi,Fast Food,400,1,2.7,128,Yes,No,delhi,delhi,9879172.0,Tier 1
Sona Restaurant,New Delhi,"North Indian, Mughlai",450,1,3.2,30,No,No,delhi,delhi,9879172.0,Tier 1
Uraki,New Delhi,Asian,400,1,2.7,8,No,No,delhi,delhi,9879172.0,Tier 1
Wah Ji Wah,New Delhi,North Indian,450,1,3.0,25,No,No,delhi,delhi,9879172.0,Tier 1
Annapurna Sweets,New Delhi,"Mithai, Street Food",150,1,3.9,109,No,No,delhi,delhi,9879172.0,Tier 1
Karnataka,New Delhi,"South Indian, North Indian, Chinese",500,2,3.7,334,Yes,No,delhi,delhi,9879172.0,Tier 1
EDC Mania,New Delhi,Fast Food,150,1,0.0,2,No,No,delhi,delhi,9879172.0,Tier 1
Faeem Chicken Corner,New Delhi,Mughlai,300,1,0.0,3,No,No,delhi,delhi,9879172.0,Tier 1
Grills N Chills,New Delhi,Fast Food,350,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Gupta Sweets,New Delhi,"North Indian, South Indian, Mithai",300,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Khub Chand,New Delhi,Raw Meats,300,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
OCD - Online Cake Delivery,New Delhi,"Bakery, Desserts",200,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Sher E Punjab,New Delhi,North Indian,450,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Shri Balaji,New Delhi,South Indian,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Sidhi Cafe,New Delhi,"Street Food, Fast Food",100,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Al Hayat Bakers,New Delhi,Bakery,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Al-Kausar's,New Delhi,Chinese,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Alam Biryani Center,New Delhi,Biryani,200,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Bismillah Hotel,New Delhi,Fast Food,150,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Halal Pizza Star,New Delhi,"Pizza, Fast Food",450,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
HTW Bakers,New Delhi,"Bakery, Desserts",350,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Javed Bawarchi Restaurant,New Delhi,Mughlai,600,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Let's Eat,New Delhi,"Fast Food, Beverages",200,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Moonis Kada,New Delhi,"Mughlai, North Indian",500,2,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Motu N Patlu,New Delhi,"Lebanese, North Indian, Fast Food",250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
S.K. Fast Food,New Delhi,Chinese,350,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
Sufiyan Restaurant,New Delhi,Mughlai,250,1,0.0,0,No,No,delhi,delhi,9879172.0,Tier 1
The Relax Point,New Delhi,North Indian,250,1,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Zareen's Dastarkhwan,New Delhi,Awadhi,800,2,0.0,1,No,No,delhi,delhi,9879172.0,Tier 1
Ali Baba Caves,Noida,"Cafe, Chinese",500,2,3.1,15,No,No,noida,uttar pradesh,305058.0,Tier 3
Cafí© Doo Ghoont,Noida,Cafe,600,2,3.4,50,Yes,No,noida,uttar pradesh,305058.0,Tier 3
Knights Chaska,Noida,"North Indian, Chinese",800,2,2.9,6,No,Yes,noida,uttar pradesh,305058.0,Tier 3
Thirsty Scholar Cafe,Noida,Cafe,450,1,3.2,45,No,No,noida,uttar pradesh,305058.0,Tier 3
Savoury Street,Noida,"North Indian, Continental, Italian",600,2,0.0,3,No,No,noida,uttar pradesh,305058.0,Tier 3
JSB Evergreen Snack & Sweets,Noida,"North Indian, Chinese, Fast Food, Street Food",300,1,3.1,47,No,No,noida,uttar pradesh,305058.0,Tier 3
221 B Baker Street,Noida,Bakery,200,1,3.5,94,Yes,No,noida,uttar pradesh,305058.0,Tier 3
Kapoors Balle Balle,Noida,"North Indian, Chinese",400,1,3.7,331,Yes,No,noida,uttar pradesh,305058.0,Tier 3
Lakshmi Coffee House,Noida,South Indian,300,1,3.8,603,No,No,noida,uttar pradesh,305058.0,Tier 3
Geoffrey's,Noida,"Asian, Continental, Italian, North Indian",2600,4,3.0,579,No,Yes,noida,uttar pradesh,305058.0,Tier 3
Haldiram's,Noida,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,2,3.5,169,No,No,noida,uttar pradesh,305058.0,Tier 3
Maamouchee @ My Way,Noida,"Italian, Lebanese, North Indian",1100,3,3.5,278,Yes,Yes,noida,uttar pradesh,305058.0,Tier 3
Americana Kitchen and Bar,Noida,"American, Tex-Mex, Italian, Mexican, North Indian",2000,4,2.4,221,No,Yes,noida,uttar pradesh,305058.0,Tier 3
